# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.10.0
#@/tick	116448
#@/user_id	desktop
a 	啊	c=174 d=2.53214 t=116448
yi ju 	依據	c=3 d=2.17872e-190 t=116448
yi kai 	一開	c=3 d=1.25075e-44 t=116448
yi kai shi 	一開始	c=10 d=0.0424257 t=116448
yi kan 	一看	c=4 d=7.99877e-21 t=116448
yi kou 	一口	c=1 d=8.24805e-176 t=116448
yi kou qi 	一口氣	c=6 d=1.58271e-44 t=116448
yi kou qiu 	已扣球	c=1 d=1.5742e-44 t=116448
yi kuai 	一塊	c=4 d=1.9346e-87 t=116448
yi kuai qian 	一塊錢	c=1 d=6.96e-149 t=116448
yi lai 	以來	c=1 d=4.07193e-19 t=116448
yi lai 	依賴	c=35 d=6.42048 t=116448
yi lao qu 	已撈取	c=2 d=2.45359e-30 t=116448
yi lei 	一類	c=1 d=8.63349e-37 t=116448
yi li 	一粒	c=1 d=6.38352e-220 t=116448
yi liang 	一两	c=2 d=0.0977927 t=116448
yi liang ge 	一兩個	c=1 d=3.88063e-188 t=116448
yi liang tian 	一兩天	c=1 d=3.28362e-17 t=116448
yi liao 	醫療	c=3 d=4.08833e-125 t=116448
yi lie 	一列	c=7 d=7.53846e-86 t=116448
yi liu 	一流	c=1 d=4.08151e-76 t=116448
yi liu 	遺留	c=10 d=7.53423e-23 t=116448
yi lou 	遺漏	c=14 d=0.0159231 t=116448
yi lou diao 	遺漏掉	c=1 d=8.54994e-99 t=116448
yi lu 	一路	c=8 d=4.91492e-19 t=116448
yi mei 	譯美	c=1 d=1.13058e-179 t=116448
yi men 	一門	c=1 d=1.72105e-152 t=116448
yi men 	異門	c=1 d=1.71246e-152 t=116448
yi meng 	一夢	c=2 d=1.96042 t=116448
yi mian 	一面	c=2 d=4.99334e-154 t=116448
yi mian 	以免	c=1 d=2.36552e-188 t=116448
yi miao 	疫苗	c=1 d=2.85379e-131 t=116448
yi mo kuai 	一模塊	c=1 d=0.0199405 t=116448
yi mo yi yang 	一模一样	c=5 d=8.39804e-94 t=116448
yi nei 	以內	c=1 d=2.15781e-195 t=116448
yi nian 	一年	c=14 d=6.71673e-33 t=116448
yi nian duo 	一年多	c=1 d=1.33985e-177 t=116448
yi nian guo yong li 	一年郭永利	c=1 d=7.61341e-234 t=116448
yi nian qian 	一年前	c=1 d=2.84312e-87 t=116448
yi ou 	遺鷗	c=0 d=3.4173e-105 t=116448
yi pao 	一跑	c=2 d=1.44223e-14 t=116448
yi pi 	一批	c=7 d=6.22109e-152 t=116448
yi pian 	一片	c=2 d=0.585669 t=116448
yi pian 	一篇	c=3 d=0.19205 t=116448
yi ping bi 	一屏蔽	c=1 d=1.29056e-89 t=116448
yi qi 	一期	c=9 d=2.79185e-20 t=116448
yi qi 	一起	c=54 d=1.0036 t=116448
yi qi 	儀器	c=3 d=2.62264e-132 t=116448
yi qian 	一千	c=4 d=3.93121e-17 t=116448
yi qian 	以前	c=2 d=1.83246e-184 t=116448
yi qian ge 	一千個	c=1 d=8.0083e-35 t=116448
yi qiang 	一槍	c=2 d=1.1071e-138 t=116448
yi qie 	一切	c=5 d=4.93004e-33 t=116448
yi qu xiao 	一取消	c=2 d=3.83152e-140 t=116448
yi quan 	一拳	c=1 d=3.32728e-231 t=116448
yi ran 	依然	c=4 d=1.33551e-81 t=116448
yi ren 	一人	c=1 d=0.357007 t=116448
yi se lie 	以色列	c=1 d=5.95499e-226 t=116448
yi shang 	以上	c=16 d=3.58175e-10 t=116448
yi sheng 	一聲	c=4 d=2.33274e-24 t=116448
yi sheng 	醫生	c=4 d=5.48554e-113 t=116448
yi sheng ai ni qian bai hui 	一生愛你千百回	c=1 d=8.50351e-35 t=116448
yi shi 	一時	c=4 d=2.01781e-53 t=116448
yi shi 	意識	c=6 d=0.849583 t=116448
yi shi fu mu 	衣食父母	c=1 d=1.15263e-171 t=116448
yi shi zhi jian 	一時之間	c=2 d=0.0916297 t=116448
yi shi zhu xing 	衣食住行	c=1 d=2.17163e-35 t=116448
yi shou 	一首	c=2 d=0.143704 t=116448
yi shu 	藝術	c=1 d=3.51049e-97 t=116448
yi shu jia 	藝術家	c=1 d=7.23935e-112 t=116448
yi shuo 	一說	c=0 d=1.36762e-184 t=116448
yi si 	意思	c=32 d=2.77335 t=116448
yi si 	疑似	c=2 d=6.25382e-126 t=116448
yi si bu gua 	一絲不掛	c=1 d=2.73071e-83 t=116448
yi suan 	一算	c=1 d=6.793e-128 t=116448
yi tang 	一趟	c=2 d=9.5568e-144 t=116448
yi tao 	一套	c=4 d=3.3234e-41 t=116448
yi ti 	一体	c=0 d=8.62971e-121 t=116448
yi ti hua 	一體化	c=53 d=3.50755e-10 t=116448
yi ti hua ti shi 	一體化提示	c=1 d=3.16943e-218 t=116448
yi ti xia 	一体下	c=2 d=1.77201e-113 t=116448
yi tian 	一天	c=13 d=0.163654 t=116448
yi tian jia 	一天假	c=2 d=1.6601e-10 t=116448
yi tiao 	一條	c=22 d=6.22309e-09 t=116448
yi tiao ji lu 	一條記錄	c=1 d=2.97803e-103 t=116448
yi ting 	一廳	c=1 d=4.77342e-36 t=116448
yi tuo 	一拖	c=0 d=2.26451e-205 t=116448
yi wai 	以外	c=2 d=1.64548e-204 t=116448
yi wai 	意外	c=2 d=4.21284e-125 t=116448
yi wan fan 	一碗飯	c=1 d=1.22062e-110 t=116448
yi wan shang 	一晚上	c=1 d=1.10921e-131 t=116448
yi wang 	以往	c=4 d=1.20695e-07 t=116448
yi wei 	一位	c=2 d=2.09188e-36 t=116448
yi wei 	以爲	c=16 d=0.754371 t=116448
yi wen 	疑問	c=3 d=4.38221e-30 t=116448
yi xi 	依稀	c=5 d=7.38331e-79 t=116448
yi xia 	一下	c=752 d=4.48999 t=116448
yi xia 	以下	c=10 d=1.56961e-186 t=116448
yi xia ha 	一下哈	c=1 d=4.22316e-95 t=116448
yi xia ri zhi 	一下日誌	c=1 d=2.97867e-223 t=116448
yi xia zi 	一下子	c=3 d=1.50402e-125 t=116448
yi xian 	一先	c=1 d=4.96083e-136 t=116448
yi xiang 	一項	c=3 d=2.70501e-60 t=116448
yi xiao 	一笑	c=1 d=1.22365e-51 t=116448
yi xiao an 	已消黯	c=1 d=4.93829e-200 t=116448
yi xiao duan 	一小段	c=2 d=8.15705e-75 t=116448
yi xie 	一些	c=70 d=1.56774 t=116448
yi xing ai 	異型癌	c=2 d=3.49379e-41 t=116448
yi xiu fu 	已修復	c=1 d=1.23675e-88 t=116448
yi yan 	一眼	c=4 d=5.20808e-120 t=116448
yi yang 	一樣	c=33 d=0.844033 t=116448
yi yang de 	一樣的	c=1 d=4.80276e-108 t=116448
yi yi 	一一	c=4 d=2.07093e-94 t=116448
yi yi 	意義	c=3 d=2.91708e-95 t=116448
yi yong 	易用	c=1 d=1.02223e-229 t=116448
yi you 	已有	c=15 d=3.67305e-12 t=116448
yi yuan 	醫院	c=5 d=3.76565e-32 t=116448
yi zhang 	一張	c=5 d=0.420559 t=116448
yi zhang 	以杖	c=1 d=5.33197e-220 t=116448
yi zhang tu 	一張圖	c=1 d=2.51573e-177 t=116448
yi zheng 	一整	c=1 d=7.90661e-208 t=116448
yi zheng tian 	一整天	c=1 d=4.53742e-204 t=116448
yi zhi 	一直	c=96 d=0.842772 t=116448
yi zhi 	一致	c=35 d=4.56654e-08 t=116448
yi zhi 	一隻	c=2 d=5.09099e-218 t=116448
yi zhi 	意志	c=1 d=1.04992e-220 t=116448
yi zhi 	益智	c=1 d=0.609571 t=116448
yi zhi yu 	以至於	c=1 d=4.46755e-51 t=116448
yi zhong 	一中	c=2 d=0.882497 t=116448
yi zhong 	一種	c=19 d=2.0719e-33 t=116448
yi zhou 	一周	c=7 d=2.34842e-44 t=116448
yi zhuan 	一轉	c=1 d=4.77118e-148 t=116448
yi zi 	椅子	c=1 d=3.03995e-51 t=116448
yi zi shang 	椅子上	c=1 d=1.72815e-171 t=116448
yin 	印	c=2 d=5.39704e-10 t=116448
yin 	引	c=2 d=3.12497e-52 t=116448
yin 	音	c=2 d=1.62319e-81 t=116448
yin cang 	隱藏	c=21 d=0.634448 t=116448
yin chang 	吟唱	c=1 d=1.02029e-236 t=116448
yin ci 	因此	c=1 d=3.96914e-218 t=116448
yin dao 	引導	c=18 d=0.315429 t=116448
yin dao 	陰道	c=1 d=1.15633e-238 t=116448
yin dao tiao 	引導條	c=4 d=2.17052e-20 t=116448
yin du 	印度	c=1 d=0.985111 t=116448
yin fa 	引發	c=1 d=2.26288e-78 t=116448
yin hang 	銀行	c=3 d=3.43055e-32 t=116448
yin hang ka 	銀行卡	c=1 d=8.27898e-220 t=116448
yin liu 	引流	c=1 d=3.60241e-107 t=116448
yin mou 	陰謀	c=1 d=7.05603e-75 t=116448
yin ni da tu sha 	印尼大屠杀	c=1 d=1 t=116448
yin qi 	引起	c=4 d=1.41441e-167 t=116448
yin ru 	引入	c=16 d=6.30343e-101 t=116448
yin shi 	飲食	c=1 d=0.489193 t=116448
yin si 	隱私	c=1 d=9.40332e-130 t=116448
yin wei 	因爲	c=39 d=1.6557 t=116448
yin xiang 	印象	c=3 d=1.66287e-71 t=116448
yin xiang 	音箱	c=1 d=2.54161e-121 t=116448
yin xiang zhong 	印象中	c=1 d=0.00167826 t=116448
yin ying 	陰影	c=4 d=4.91596e-88 t=116448
yin yong 	引用	c=24 d=0.918512 t=116448
yin yue 	音樂	c=36 d=1.64209e-61 t=116448
yin yue tiao 	音樂條	c=1 d=1.28116e-150 t=116448
ying 	影	c=1 d=1.76001e-180 t=116448
ying 	應	c=11 d=0.99005 t=116448
ying 	映	c=1 d=6.045e-226 t=116448
ying 	硬	c=4 d=1.55981e-83 t=116448
ying 	英	c=3 d=2.71913 t=116448
ying 	鷹	c=5 d=1.12512e-34 t=116448
ying a 	應啊	c=1 d=8.47928e-119 t=116448
ying ai 	螢愛	c=1 d=9.24697e-168 t=116448
ying an guo 	應安国	c=1 d=1.86691e-21 t=116448
ying er 	嬰兒	c=1 d=1.43139e-131 t=116448
ying er che 	嬰兒車	c=2 d=4.15066e-131 t=116448
ying gai 	應該	c=371 d=0.458706 t=116448
ying gai gai 	應該改	c=1 d=9.7642e-220 t=116448
ying gai jiu shi 	應該就是	c=1 d=3.53495e-208 t=116448
ying gai mei you 	應該沒有	c=1 d=0.0385809 t=116448
ying gai shi 	應該是	c=25 d=5.40917e-07 t=116448
ying gai ye shi 	應該也是	c=1 d=2.57983e-32 t=116448
ying guo 	应果	c=1 d=2.87836e-173 t=116448
ying hu 	蠅虎	c=1 d=1.83724e-09 t=116448
ying jie 	迎接	c=1 d=2.33005e-128 t=116448
ying pan 	硬盤	c=1 d=6.85921e-242 t=116448
ying she 	映射	c=4 d=5.92871e-174 t=116448
ying shi 	影視	c=1 d=5.59196e-45 t=116448
ying shi ju feng 	影視颶風	c=1 d=6.99295e-87 t=116448
ying sun 	鷹隼	c=1 d=0.99005 t=116448
ying wei 	應爲	c=1 d=0.923117 t=116448
ying wen 	英文	c=3 d=2.50977 t=116448
ying wen e mo nv 	英文惡魔女	c=1 d=2.38538e-110 t=116448
ying xiang 	影響	c=70 d=0.4725 t=116448
ying xiang ba 	影響吧	c=1 d=2.63492e-104 t=116448
ying xiang dao 	影響到	c=2 d=1.3806e-59 t=116448
ying xiang li 	影響力	c=1 d=4.87171e-158 t=116448
ying yan 	鷹眼	c=4 d=6.06059e-80 t=116448
ying yong 	應用	c=4 d=1.10221e-86 t=116448
ying yong dao 	應用到	c=1 d=9.67517e-83 t=116448
ying yu 	英語	c=3 d=1.04383e-34 t=116448
yo 	喲	c=1 d=4.88729e-78 t=116448
yo ge 	喲哥	c=1 d=4.76773e-22 t=116448
yong 	永	c=4 d=1.3587e-18 t=116448
yong 	用	c=190 d=1.10237 t=116448
yong bu dao 	用不到	c=1 d=2.26059e-213 t=116448
yong bu liao 	用不了	c=2 d=8.68358e-105 t=116448
yong chu 	用處	c=1 d=1.22528e-96 t=116448
yong cuo 	用錯	c=2 d=1.04237e-47 t=116448
yong dao 	永道	c=1 d=3.59591e-27 t=116448
yong de 	永德	c=1 d=2.78875e-242 t=116448
yong de 	用的	c=40 d=5.04261e-05 t=116448
yong de shi 	用的是	c=5 d=0.980199 t=116448
yong fa 	永發	c=1 d=4.57787e-132 t=116448
yong fa 	用法	c=4 d=3.2764 t=116448
yong ge 	永歌	c=1 d=2.45377e-119 t=116448
yong guo 	用過	c=4 d=4.15759e-58 t=116448
yong hou 	用後	c=1 d=3.20473e-25 t=116448
yong hu 	用戶	c=202 d=0.522045 t=116448
yong hu le 	用戶了	c=1 d=3.48407e-67 t=116448
yong hu shu 	用戶數	c=1 d=3.45635e-120 t=116448
yong hu zhi hou 	用戶之後	c=1 d=3.86835e-92 t=116448
yong hui 	用匯	c=2 d=2.59629e-48 t=116448
yong ji 	擁擠	c=1 d=2.24625e-197 t=116448
yong jiu 	永久	c=1 d=9.35095e-35 t=116448
yong lai 	用來	c=21 d=0.00302293 t=116448
yong le 	用了	c=6 d=4.47044e-88 t=116448
yong li 	用例	c=49 d=0.247953 t=116448
yong ni 	用你	c=2 d=2.97104e-46 t=116448
yong shu ju 	用數據	c=1 d=7.46967e-10 t=116448
yong xia 	用下	c=3 d=4.80439e-112 t=116448
yong yi ge 	用一個	c=1 d=7.89131e-244 t=116448
yong yu 	用於	c=29 d=5.19884e-11 t=116448
yong yuan 	永遠	c=3 d=3.3895e-08 t=116448
yong zhe 	用着	c=1 d=4.59548e-89 t=116448
yong zhe ge 	用這個	c=7 d=3.81762e-25 t=116448
you 	又	c=51 d=2.94477 t=116448
you 	友	c=1 d=1.52193e-176 t=116448
you 	右	c=15 d=7.04763e-61 t=116448
you 	尤	c=3 d=3.3402e-122 t=116448
you 	有	c=798 d=2.94296 t=116448
you 	油	c=3 d=3.47899e-138 t=116448
you 	由	c=25 d=0.017298 t=116448
you ban fa 	有辦法	c=1 d=8.82869e-241 t=116448
you bao guang 	有曝光	c=3 d=2.36414e-94 t=116448
you bei 	又被	c=1 d=0.373439 t=116448
you bi 	右臂	c=1 d=1.51819e-59 t=116448
you bi yao 	有必要	c=6 d=2.96499e-22 t=116448
you bian 	右邊	c=3 d=2.61447e-130 t=116448
you bian 	有边	c=7 d=2.49318e-37 t=116448
you bian geng 	有變更	c=1 d=1.1806e-12 t=116448
you bu 	右部	c=1 d=4.21684e-48 t=116448
you bu hui 	又不會	c=0 d=7.67947e-219 t=116448
you bu hui bian 	又不會變	c=1 d=7.71796e-218 t=116448
you bu shi 	又不是	c=2 d=1.13729e-131 t=116448
you ce 	右側	c=1 d=2.50462e-125 t=116448
you cha yi 	有差異	c=3 d=2.71542e-17 t=116448
you chan pin 	有產品	c=1 d=8.2083e-178 t=116448
you che 	有車	c=2 d=3.67462e-37 t=116448
you cheng zhang 	有成長	c=1 d=3.68282e-102 t=116448
you chong tu 	有衝突	c=1 d=1.34278e-232 t=116448
you chu 	游出	c=1 d=3.38297e-191 t=116448
you cuo wu 	有錯誤	c=1 d=1.96839e-26 t=116448
you dan dang 	有擔當	c=1 d=0.718924 t=116448
you de 	有的	c=15 d=1.56698e-10 t=116448
you de hua 	有的話	c=1 d=2.07137e-214 t=116448
you de shi 	有的是	c=3 d=4.76409e-56 t=116448
you de yong 	有的用	c=1 d=1.35778e-10 t=116448
you deng lu 	有登陸	c=2 d=4.35738e-22 t=116448
you dia 	有嗲	c=1 d=7.04837e-121 t=116448
you dian 	優點	c=2 d=8.46866e-70 t=116448
you dian 	有點	c=94 d=4.24831 t=116448
you dian duo 	有點多	c=7 d=0.831104 t=116448
you dian hei 	有點黑	c=1 d=6.40332e-227 t=116448
you dian luan 	有點亂	c=1 d=5.38372e-216 t=116448
you dian mang 	有點忙	c=1 d=2.11393e-218 t=116448
you dian qi guai 	有點奇怪	c=2 d=3.87206e-162 t=116448
you dian wen ti 	有點問題	c=1 d=1.8439e-169 t=116448
you dian xiang 	有點像	c=3 d=7.41575e-13 t=116448
you dian yuan 	有點遠	c=1 d=2.74872e-219 t=116448
you dian zan 	有點讚	c=1 d=4.2985e-09 t=116448
you dong hua 	有動畫	c=2 d=1.55689e-199 t=116448
you duo ci 	有多次	c=1 d=2.20619e-103 t=116448
you duo hang 	有多行	c=1 d=9.10213e-100 t=116448
you duo hao 	有多好	c=1 d=1.66186e-152 t=116448
you fang fa 	有方法	c=1 d=3.99989e-103 t=116448
you ge 	有個	c=100 d=0.000251405 t=116448
you gong 	有功	c=0 d=1.83053e-202 t=116448
you gong zhong 	有功中	c=1 d=1.8397e-201 t=116448
you guan 	有關	c=42 d=0.156453 t=116448
you guan 	油管	c=4 d=3.62453e-32 t=116448
you guan de 	有關的	c=1 d=7.40872e-90 t=116448
you guan lian 	有關聯	c=1 d=3.04162e-175 t=116448
you guan xi 	有關係	c=1 d=2.67164e-61 t=116448
you guan yu 	有關於	c=1 d=2.69576e-196 t=116448
you guo 	有過	c=4 d=9.39972e-08 t=116448
you hao 	友好	c=0 d=6.38088e-128 t=116448
you hen da 	有很大	c=1 d=4.53386e-136 t=116448
you hen duo 	有很多	c=0 d=1.34616e-145 t=116448
you hen duo bu que ding xing 	有很多不確定性	c=1 d=1.3529e-144 t=116448
you hou tai 	有後台	c=1 d=8.24945e-178 t=116448
you hua 	優化	c=78 d=1.07471 t=116448
you hua hou 	優化後	c=1 d=1.83939e-199 t=116448
you huan cun 	有緩存	c=1 d=7.84954e-211 t=116448
you huo dong 	有活動	c=1 d=1.10134e-18 t=116448
you ji ge 	有幾個	c=1 d=1.451e-144 t=116448
you ji hua 	有計劃	c=1 d=1.49093e-228 t=116448
you ji hui 	有機會	c=1 d=4.79723e-212 t=116448
you ji shu 	有技術	c=1 d=2.89033e-163 t=116448
you jian 	郵件	c=7 d=2.48129e-15 t=116448
you jian shen 	有健身	c=1 d=1.90807e-101 t=116448
you jian shi 	有件事	c=1 d=0.355226 t=116448
you jiang 	有獎	c=1 d=2.72505e-88 t=116448
you jie lun 	有結論	c=1 d=2.49714e-178 t=116448
you jin 	有進	c=1 d=6.98514e-162 t=116448
you ju ti 	有具體	c=1 d=4.19369e-189 t=116448
you kan dao 	有看到	c=2 d=4.4545e-46 t=116448
you ke neng 	有可能	c=15 d=2.55352e-42 t=116448
you ken na er guo 	有肯納二果	c=1 d=4.24591e-70 t=116448
you kong 	有空	c=12 d=7.19312e-06 t=116448
you kong bu 	有空不	c=1 d=7.22773e-05 t=116448
you lai 	又來	c=1 d=5.5834e-27 t=116448
you le 	有了	c=5 d=6.89632e-41 t=116448
you le xie 	有了些	c=1 d=1.29892e-18 t=116448
you liang bu fen 	有兩部分	c=1 d=2.84748e-105 t=116448
you liao jie 	有瞭解	c=1 d=1.63304e-64 t=116448
you ling 	幽靈	c=1 d=3.26494e-185 t=116448
you me 	有麼	c=1 d=2.69659e-229 t=116448
you mei yo 	有沒喲	c=1 d=6.75452e-120 t=116448
you mei you 	有沒有	c=116 d=0.902665 t=116448
you na xie 	有哪些	c=1 d=2.71461e-131 t=116448
you nei gui 	有內鬼	c=1 d=6.54046e-241 t=116448
you ni 	有你	c=1 d=2.08364e-19 t=116448
you nv 	幼女	c=2 d=1.7151 t=116448
you pian cha 	有偏差	c=2 d=1.78192e-61 t=116448
you qi 	尤其	c=2 d=2.05102e-98 t=116448
you qi bo 	有啓播	c=1 d=2.91243e-135 t=116448
you qian tu 	有前途	c=1 d=2.09161e-152 t=116448
you qu 	有趣	c=1 d=2.10453e-195 t=116448
you qu bie 	有區別	c=1 d=6.5813e-226 t=116448
you ren 	有人	c=10 d=6.75823e-47 t=116448
you ri zhi 	有日誌	c=1 d=1.97362e-116 t=116448
you sha 	有啥	c=1 d=1.49256e-182 t=116448
you shang jiao 	右上角	c=2 d=1.37209e-45 t=116448
you shei 	有誰	c=1 d=3.42697e-196 t=116448
you shen me 	有什麼	c=18 d=1.65611 t=116448
you shen me duan ni 	有什麼端倪	c=1 d=1.03183e-45 t=116448
you shi 	優勢	c=1 d=0.0860708 t=116448
you shi 	又是	c=5 d=0.242479 t=116448
you shi 	有事	c=7 d=3.18833e-141 t=116448
you shi hou 	有時候	c=2 d=3.3412e-45 t=116448
you shi jian 	有時間	c=2 d=5.62936e-237 t=116448
you shi ming 	有實名	c=1 d=6.24158e-132 t=116448
you shu ju 	有數據	c=3 d=4.66747e-66 t=116448
you tai duo 	有太多	c=1 d=7.63826e-96 t=116448
you tao lun 	有討論	c=1 d=1.36809e-187 t=116448
you wen 	有問	c=1 d=2.86547e-179 t=116448
you wen ti 	有問題	c=51 d=1.77865e-10 t=116448
you wen zi 	有文字	c=1 d=6.73321e-171 t=116448
you wu 	有无	c=9 d=3.47282e-29 t=116448
you wu 	有誤	c=4 d=2.65909e-38 t=116448
you xi 	遊戲	c=4 d=0.985112 t=116448
you xi ai 	有喜愛	c=1 d=3.87099e-100 t=116448
you xi huan 	有喜歡	c=1 d=4.25935e-19 t=116448
you xian 	優先	c=14 d=1.21445e-09 t=116448
you xian 	有限	c=2 d=0.216535 t=116448
you xian ji 	優先級	c=18 d=1.26023e-13 t=116448
you xian zhi 	有限制	c=1 d=1.84734e-44 t=116448
you xiang 	郵箱	c=7 d=1.82376 t=116448
you xiao 	有效	c=2 d=2.34657e-76 t=116448
you xie 	有些	c=21 d=0.000617396 t=116448
you xiu 	優秀	c=3 d=0.107529 t=116448
you xu qiu dan 	有需求單	c=1 d=1.09121e-115 t=116448
you xu yao 	有需要	c=3 d=2.8005e-27 t=116448
you xu yao de 	有需要的	c=1 d=7.8482e-209 t=116448
you yao 	又要	c=4 d=2.10803e-97 t=116448
you yi 	有一	c=1 d=9.0743e-64 t=116448
you yi bu fen 	有一部分	c=2 d=0.524663 t=116448
you yi ci 	有一次	c=1 d=2.91432e-172 t=116448
you yi dian 	有一點	c=6 d=2.48754e-74 t=116448
you yi duan 	有一段	c=1 d=2.03596e-217 t=116448
you yi fen 	有一份	c=1 d=6.28247e-150 t=116448
you yi ge 	有一個	c=32 d=1.06932 t=116448
you yi huo 	有疑惑	c=1 d=3.91614e-60 t=116448
you yi si 	有意思	c=5 d=0.316636 t=116448
you yi xiang 	有一項	c=1 d=1.07314e-95 t=116448
you yi xie 	有一些	c=18 d=0.000777055 t=116448
you yi yi 	有意義	c=1 d=2.24388e-214 t=116448
you yi zhang 	有一張	c=1 d=0.332871 t=116448
you yi zhi guang 	友谊之光	c=1 d=4.57523e-184 t=116448
you ying xiang 	有影響	c=2 d=9.56556e-96 t=116448
you yong 	有用	c=4 d=6.61557e-52 t=116448
you you 	又有	c=2 d=2.71331e-96 t=116448
you you bai shu 	幽游白書	c=1 d=4.51849e-243 t=116448
you you bao guang 	有有曝光	c=1 d=2.37599e-93 t=116448
you yu 	猶豫	c=1 d=6.85842e-35 t=116448
you yu 	由於	c=29 d=0.0208965 t=116448
you zha 	油炸	c=1 d=2.4441e-102 t=116448
you zhan shi 	有展示	c=1 d=2.33124e-134 t=116448
you zhang 	有章	c=1 d=1.205e-223 t=116448
you zhe 	有着	c=1 d=3.31813e-228 t=116448
you zhe ge 	有這個	c=2 d=3.20912e-188 t=116448
you zhe jian shi 	有這件事	c=2 d=8.68775e-140 t=116448
you zhe zhong 	有這種	c=2 d=1.30113e-183 t=116448
you zhen dui 	有針對	c=1 d=7.35155e-234 t=116448
you zheng 	尤政	c=1 d=3.65017e-203 t=116448
you zhi dao 	有知道	c=1 d=8.68007e-159 t=116448
you zhong 	有種	c=1 d=1.32684e-121 t=116448
yu 	域	c=1 d=1.49661e-67 t=116448
yu 	於	c=10 d=2.47741e-26 t=116448
yu 	煜	c=1 d=1.33199e-196 t=116448
yu 	玉	c=1 d=1.39837e-33 t=116448
yu 	與	c=24 d=1.54544e-33 t=116448
yu 	雨	c=1 d=4.43973e-242 t=116448
yu 	預	c=36 d=9.02933e-36 t=116448
yu 	魚	c=3 d=0.289384 t=116448
yu dao 	遇到	c=29 d=0.0753961 t=116448
yu dao le 	遇到了	c=1 d=2.12951e-128 t=116448
yu die 	玉蝶	c=1 d=8.8064e-35 t=116448
yu ding 	預訂	c=0 d=6.18729e-236 t=116448
yu ding ge 	預訂個	c=1 d=6.21831e-235 t=116448
yu fa 	語法	c=12 d=3.13199e-49 t=116448
yu fa bu 	預發佈	c=7 d=5.79311e-49 t=116448
yu fang 	預防	c=2 d=2.52619e-130 t=116448
yu gu 	預估	c=1 d=6.08126e-120 t=116448
yu heng 	玉衡	c=1 d=3.06894e-45 t=116448
yu ji 	預計	c=91 d=0.000480828 t=116448
yu ji wan shang 	預計晚上	c=1 d=5.18017e-145 t=116448
yu jia zai 	預加載	c=15 d=2.64117e-128 t=116448
yu ju 	語句	c=44 d=2.17318e-14 t=116448
yu ju zhong 	語句中	c=1 d=2.67465e-133 t=116448
yu kuai 	愉快	c=1 d=0.217621 t=116448
yu la 	預拉	c=4 d=1.33953e-86 t=116448
yu la qu 	預拉取	c=10 d=4.12956e-141 t=116448
yu lan 	預覽	c=1 d=5.8296e-93 t=116448
yu lan ye 	預覽頁	c=2 d=2.58717e-90 t=116448
yu le 	娛樂	c=3 d=3.73001e-150 t=116448
yu mao qiu 	羽毛球	c=5 d=0.847894 t=116448
yu ming 	域名	c=1 d=5.63956e-174 t=116448
yu ni 	與你	c=1 d=9.25791e-35 t=116448
yu pei zhi 	預配置	c=1 d=5.78092e-83 t=116448
yu pi 	魚皮	c=1 d=0.122457 t=116448
yu qi 	語氣	c=1 d=7.86475e-175 t=116448
yu qi 	預期	c=10 d=3.20036e-09 t=116448
yu qi de 	預期的	c=1 d=3.59935e-97 t=116448
yu qian 	餘錢	c=1 d=4.10296e-167 t=116448
yu ru yu cheng 	玉汝于成	c=1 d=3.79769e-81 t=116448
yu shang 	遇上	c=1 d=0.941765 t=116448
yu shang le 	遇上了	c=1 d=4.80731e-31 t=116448
yu shang ni 	遇上你	c=2 d=8.22808e-30 t=116448
yu shi 	於是	c=3 d=0.22727 t=116448
yu shi 	浴室	c=2 d=1.78996 t=116448
yu shi 	預示	c=1 d=0.582748 t=116448
yu xia zai 	預下載	c=3 d=9.85989e-129 t=116448
yu yan 	語言	c=6 d=6.18323e-51 t=116448
yu yan zhong 	語言中	c=1 d=6.07549e-197 t=116448
yu yi zhi 	預一直	c=1 d=9.07459e-35 t=116448
yu yin 	語音	c=26 d=4.04182e-128 t=116448
yu ying 	玉英	c=5 d=1.96579e-128 t=116448
yu yue 	預約	c=1 d=3.49807e-26 t=116448
yu zhao 	預兆	c=1 d=0.579842 t=116448
yu zhi 	閾值	c=6 d=6.16688e-47 t=116448
yuan 	元	c=29 d=5.78954 t=116448
yuan 	原	c=24 d=2.96912e-09 t=116448
yuan 	員	c=6 d=9.33733e-106 t=116448
yuan 	園	c=2 d=1.15518e-50 t=116448
yuan 	圓	c=2 d=0.000118571 t=116448
yuan 	源	c=32 d=1.13455 t=116448
yuan 	苑	c=2 d=0.0994927 t=116448
yuan 	遠	c=5 d=0.965605 t=116448
yuan ban 	原板	c=1 d=7.51972e-206 t=116448
yuan ben 	原本	c=91 d=0.915603 t=116448
yuan chang 	原長	c=2 d=1.84308e-147 t=116448
yuan chang 	圓場	c=2 d=7.27008e-33 t=116448
yuan chang jing 	原場景	c=70 d=1.55238e-22 t=116448
yuan cheng 	遠程	c=1 d=1.08069e-148 t=116448
yuan cheng fu wu 	遠程服務	c=0 d=2.21348e-84 t=116448
yuan cheng fu wu qi 	遠程服務器	c=1 d=2.22457e-83 t=116448
yuan cheng jing 	源成景	c=1 d=3.08789e-88 t=116448
yuan chuang 	原創	c=1 d=2.14776e-52 t=116448
yuan dai ma 	源代碼	c=1 d=3.72364e-114 t=116448
yuan dan 	元旦	c=7 d=1.07093e-98 t=116448
