# Rime user dictionary
#@/db_name	luna_pinyin
#@/db_type	userdb
#@/rime_version	1.8.5
#@/tick	112144
#@/user_id	MacBook
a 	啊	c=165 d=0.114078 t=112144
xian qu 	先去	c=2 d=6.37282e-24 t=112144
xian ren cuo 	先認錯	c=1 d=1.03513e-112 t=112144
xian ru 	陷入	c=1 d=5.18261e-33 t=112144
xian shang 	線上	c=1 d=5.7464e-42 t=112144
xian she zhi 	先設置	c=1 d=2.70124e-73 t=112144
xian sheng 	先生	c=1 d=3.19767e-146 t=112144
xian shi 	現實	c=4 d=2.45444e-181 t=112144
xian shi 	顯示	c=15 d=0.631284 t=112144
xian shi yong 	先使用	c=2 d=1.02113e-35 t=112144
xian shuo 	先說	c=1 d=7.84521e-87 t=112144
xian tai 	冼太	c=2 d=3.10729e-32 t=112144
xian tian 	先天	c=1 d=3.9924e-81 t=112144
xian wang 	先網	c=1 d=5.6013e-94 t=112144
xian wei 	纖維	c=1 d=3.70672e-178 t=112144
xian xia 	線下	c=2 d=1.16469e-117 t=112144
xian xing 	線性	c=3 d=3.30013e-155 t=112144
xian yong 	先用	c=1 d=2.1204e-107 t=112144
xian you 	現有	c=5 d=1.09526e-41 t=112144
xian za 	閒雜	c=1 d=2.34406e-169 t=112144
xian zai 	現在	c=543 d=0.236956 t=112144
xian zai qu 	現在取	c=1 d=1.4143e-78 t=112144
xian zai shi 	现在世	c=2 d=3.53997e-19 t=112144
xian zhao 	先找	c=1 d=1.12797e-240 t=112144
xian zhe yang 	先這樣	c=1 d=1.98495e-242 t=112144
xian zhen dui 	先針對	c=2 d=8.06927e-36 t=112144
xian zhi 	限制	c=63 d=5.36197e-13 t=112144
xian zhuang 	現狀	c=5 d=3.63627e-70 t=112144
xian zi 	弦子	c=0 d=1.28072e-147 t=112144
xian zi a 	弦子啊	c=2 d=5.54934e-102 t=112144
xian zi a you 	弦子啊有	c=1 d=1.08219e-135 t=112144
xiang 	像	c=37 d=0.129828 t=112144
xiang 	向	c=6 d=1.33771e-70 t=112144
xiang 	想	c=131 d=0.0872097 t=112144
xiang 	項	c=1 d=1.06779e-96 t=112144
xiang 	香	c=4 d=7.54064e-33 t=112144
xiang bu 	相簿	c=1 d=1.047e-99 t=112144
xiang bu chu 	想不出	c=1 d=1.05224e-99 t=112144
xiang bu ming bai 	想不明白	c=1 d=0.0471227 t=112144
xiang ce 	相冊	c=2 d=1.38345e-96 t=112144
xiang cha 	相差	c=1 d=8.93891e-93 t=112144
xiang chu 	相處	c=1 d=5.47563e-33 t=112144
xiang chu lai 	想出來	c=1 d=2.00318e-85 t=112144
xiang chuan 	相傳	c=3 d=2.04816e-111 t=112144
xiang dang 	相當	c=0 d=6.67274e-66 t=112144
xiang dang duo 	相當多	c=1 d=3.99243e-228 t=112144
xiang dang guan yu 	相當關於	c=1 d=6.70619e-65 t=112144
xiang dang yu 	相當於	c=23 d=3.42356e-08 t=112144
xiang dao 	想到	c=7 d=5.29181e-43 t=112144
xiang de 	想得	c=4 d=2.97782e-14 t=112144
xiang de mei 	想得美	c=1 d=3.53071e-47 t=112144
xiang deng 	相等	c=2 d=4.72165e-194 t=112144
xiang dui 	相對	c=7 d=6.42197e-13 t=112144
xiang fa 	想法	c=2 d=1.23405e-33 t=112144
xiang gai 	想該	c=1 d=1.78726e-08 t=112144
xiang gang 	香港	c=5 d=1.74804e-86 t=112144
xiang gang guan 	香港馆	c=1 d=2.43339e-21 t=112144
xiang ge 	像個	c=1 d=0.000108909 t=112144
xiang ge 	相格	c=1 d=0.000108366 t=112144
xiang guan 	相關	c=75 d=0.334309 t=112144
xiang guo 	想過	c=1 d=1.09147e-206 t=112144
xiang hu 	相互	c=1 d=9.01559e-164 t=112144
xiang jie 	詳解	c=1 d=1.04924e-36 t=112144
xiang kan 	相看	c=0 d=2.68368e-203 t=112144
xiang kan de 	相看的	c=1 d=2.69713e-202 t=112144
xiang kan xia 	想看下	c=1 d=8.76283e-153 t=112144
xiang le 	相了	c=2 d=1.53392e-92 t=112144
xiang mai 	想買	c=1 d=8.88373e-79 t=112144
xiang ming bai 	想明白	c=1 d=2.02249e-139 t=112144
xiang mu 	項目	c=20 d=0.808829 t=112144
xiang mu zhong 	項目中	c=1 d=8.3275e-83 t=112144
xiang mu zu 	項目組	c=1 d=2.18705e-30 t=112144
xiang qi 	想起	c=5 d=1.32354e-33 t=112144
xiang qi lai 	想起來	c=5 d=1.84218e-92 t=112144
xiang qing 	詳情	c=6 d=0.000925663 t=112144
xiang qing 	鄉情	c=0 d=5.15823e-243 t=112144
xiang qing jiao 	想請教	c=2 d=3.6013e-74 t=112144
xiang qing wei 	鄉情爲	c=1 d=5.18408e-242 t=112144
xiang qing wen xia 	想請問下	c=1 d=2.99857e-125 t=112144
xiang qing ye 	詳情頁	c=16 d=1.91607e-62 t=112144
xiang qu 	想去	c=1 d=5.08003e-180 t=112144
xiang que ren 	想確認	c=1 d=4.98347e-72 t=112144
xiang que ren xia 	想確認下	c=1 d=3.55252e-90 t=112144
xiang shi 	像是	c=2 d=2.75787e-23 t=112144
xiang si 	相似	c=3 d=2.2621e-74 t=112144
xiang su 	像素	c=2 d=2.05262e-19 t=112144
xiang tong 	相同	c=18 d=4.21046e-73 t=112144
xiang wen 	想問	c=3 d=3.66196e-116 t=112144
xiang wen xia 	想問下	c=4 d=1.0501e-75 t=112144
xiang xi 	詳細	c=14 d=9.48223e-16 t=112144
xiang xia 	向下	c=1 d=2.1636e-109 t=112144
xiang xiang 	想像	c=2 d=8.28147e-106 t=112144
xiang xin 	相信	c=4 d=2.84823e-83 t=112144
xiang yao 	想要	c=25 d=1.3847e-35 t=112144
xiang yao de 	想要的	c=1 d=3.05249e-70 t=112144
xiang ying 	相應	c=4 d=0.0107807 t=112144
xiang ying 	響應	c=10 d=9.12163e-37 t=112144
xiang yu 	相与	c=1 d=1.62817e-117 t=112144
xiang zai 	想在	c=3 d=0.0757741 t=112144
xiang zhe 	想着	c=4 d=1.43739e-92 t=112144
xiang zhi dao 	想知道	c=2 d=5.80119e-36 t=112144
xiao 	小	c=42 d=2.4305e-07 t=112144
xiao 	曉	c=9 d=0.0939493 t=112144
xiao 	消	c=1 d=5.56691e-51 t=112144
xiao 	笑	c=1 d=3.00275e-112 t=112144
xiao 	肖	c=1 d=7.08468e-152 t=112144
xiao 	驍	c=1 d=9.38223e-133 t=112144
xiao ai 	小愛	c=3 d=6.79272e-11 t=112144
xiao bu fen 	小部分	c=1 d=2.27468e-51 t=112144
xiao cang 	小仓	c=1 d=1.7442e-74 t=112144
xiao cheng xu 	小程序	c=3 d=1.09619e-51 t=112144
xiao chou 	小丑	c=1 d=1.06285e-70 t=112144
xiao chu 	消除	c=3 d=6.03677e-210 t=112144
xiao chu sheng 	笑出聲	c=1 d=2.23368e-131 t=112144
xiao chuan 	哮喘	c=2 d=9.27238e-213 t=112144
xiao chuang 	小窗	c=18 d=1.44189e-70 t=112144
xiao dao 	小道	c=1 d=4.551e-151 t=112144
xiao dao xiao xi 	小道消息	c=1 d=5.99154e-151 t=112144
xiao de 	笑得	c=1 d=1.99821e-144 t=112144
xiao di 	小弟	c=1 d=4.15533e-81 t=112144
xiao dian 	小淀	c=2 d=1.77192e-13 t=112144
xiao dian nao 	小電腦	c=1 d=6.54157e-243 t=112144
xiao duan ju 	小短句	c=1 d=4.53217e-161 t=112144
xiao duan yu 	小短語	c=1 d=4.55489e-161 t=112144
xiao fei 	消費	c=8 d=2.80106e-40 t=112144
xiao fei zhe 	消費者	c=2 d=7.33049e-24 t=112144
xiao fen dui 	小分隊	c=3 d=6.96615e-130 t=112144
xiao gong ju 	小工具	c=1 d=1.56155e-08 t=112144
xiao guo 	效果	c=16 d=2.20688e-54 t=112144
xiao hai 	小海	c=2 d=1.89032e-138 t=112144
xiao hao 	小號	c=1 d=2.31066e-206 t=112144
xiao hei 	小黑	c=1 d=7.99824e-79 t=112144
xiao hong 	小红	c=0 d=2.58027e-35 t=112144
xiao hong bao 	小红包	c=1 d=2.5932e-34 t=112144
xiao hong dian 	小红点	c=5 d=7.73978e-97 t=112144
xiao hong shu 	小红书	c=4 d=7.49028e-13 t=112144
xiao hou zi 	小猴子	c=1 d=4.30014e-131 t=112144
xiao hu li 	小狐狸	c=1 d=1.76162e-132 t=112144
xiao huang ren 	小黃人	c=1 d=4.49467e-34 t=112144
xiao hui 	銷毀	c=1 d=7.53558e-172 t=112144
xiao huo ban 	小活瓣	c=1 d=2.1529e-227 t=112144
xiao jie 	小姐	c=1 d=0.0147723 t=112144
xiao lao di 	小老地	c=1 d=5.22478e-187 t=112144
xiao liu liang 	小流量	c=1 d=3.09345e-21 t=112144
xiao lv 	效率	c=1 d=1.76552e-158 t=112144
xiao mai bu 	小賣部	c=1 d=1.08282e-230 t=112144
xiao mang 	小忙	c=1 d=6.12572e-235 t=112144
xiao mi 	小米	c=2 d=6.95334e-79 t=112144
xiao peng you 	小朋友	c=4 d=5.74444e-38 t=112144
xiao ping mu 	小屏幕	c=1 d=4.62293e-159 t=112144
xiao qun 	小羣	c=6 d=6.7391e-05 t=112144
xiao rong qi 	小容器	c=1 d=3.36162e-146 t=112144
xiao sa 	瀟灑	c=1 d=6.75632e-35 t=112144
xiao shi 	小時	c=16 d=0.00978187 t=112144
xiao shi 	消失	c=3 d=9.49905e-14 t=112144
xiao shi e ji 	小時額基	c=1 d=3.48311e-05 t=112144
xiao shi ha 	小時哈	c=1 d=0.0982735 t=112144
xiao shi hou 	小時候	c=1 d=9.49228e-35 t=112144
xiao shi jie 	小世界	c=262 d=0.043499 t=112144
xiao shi jie ei 	小世界誒	c=8 d=3.30908e-49 t=112144
xiao shou 	小手	c=1 d=1.35719e-93 t=112144
xiao shu dian 	小數點	c=1 d=5.52502e-21 t=112144
xiao shuo 	小說	c=1 d=1.32516e-18 t=112144
xiao tian cai 	小天才	c=1 d=3.56619e-47 t=112144
xiao tu biao 	小圖標	c=2 d=1.22474e-179 t=112144
xiao wei ba 	小尾巴	c=2 d=6.42662e-215 t=112144
xiao wei bao 	小尾孢	c=2 d=1.48592e-214 t=112144
xiao wen ti 	小問題	c=4 d=3.60263e-05 t=112144
xiao xi 	消息	c=190 d=1.17725e-07 t=112144
xiao xi jie 	小西街	c=1 d=1.54814e-171 t=112144
xiao xi lei xing 	消息類型	c=1 d=1.12759e-236 t=112144
xiao xi liu 	小溪流	c=1 d=1.17128e-07 t=112144
xiao xi ye 	消息頁	c=48 d=1.32305e-22 t=112144
xiao xiao 	宵小	c=2 d=2.46499e-202 t=112144
xiao xiao 	小小	c=3 d=2.80795e-117 t=112144
xiao xin 	小心	c=3 d=3.04636e-17 t=112144
xiao yang ben 	小樣本	c=0 d=3.66633e-109 t=112144
xiao ye 	宵夜	c=3 d=2.33656e-102 t=112144
xiao ying 	效應	c=8 d=3.61239e-67 t=112144
xiao yu 	小於	c=5 d=2.17927e-135 t=112144
xiao zai 	消災	c=1 d=1.88429e-218 t=112144
xiao zhen 	小鎮	c=2 d=4.14491e-38 t=112144
xiao zhong 	小衆	c=1 d=1.17164e-40 t=112144
xiao zhu shou 	小助手	c=2 d=3.56547e-74 t=112144
xie 	些	c=4 d=7.95497e-15 t=112144
xie 	寫	c=67 d=0.145669 t=112144
xie 	謝	c=1 d=1.90431e-19 t=112144
xie cao zuo 	寫操作	c=2 d=7.42332e-25 t=112144
xie cheng 	寫成	c=1 d=1.05181e-153 t=112144
xie cuo 	寫錯	c=1 d=2.53582e-153 t=112144
xie dai ma 	寫代碼	c=1 d=4.88167e-182 t=112144
xie de 	寫的	c=17 d=0.00334239 t=112144
xie fa 	寫法	c=8 d=2.36597e-14 t=112144
xie ge 	寫個	c=4 d=1.79877e-99 t=112144
xie hao 	寫好	c=1 d=1.29942e-140 t=112144
xie le 	寫了	c=10 d=0.00499159 t=112144
xie lou 	泄漏	c=3 d=9.98166e-228 t=112144
xie ru 	寫入	c=5 d=1.31936e-84 t=112144
xie shang 	寫上	c=1 d=6.67231e-123 t=112144
xie si 	写死	c=11 d=1.63301e-93 t=112144
xie tiao 	協調	c=1 d=1.53565e-164 t=112144
xie tiao xing 	協調性	c=1 d=8.57589e-164 t=112144
xie tong 	協同	c=1 d=3.05352e-74 t=112144
xie xi 	歇息	c=1 d=5.01426e-115 t=112144
xie xie 	謝謝	c=8 d=9.27713e-30 t=112144
xie yi 	協議	c=42 d=3.00124e-06 t=112144
xie yi ge 	協議個	c=1 d=5.66374e-48 t=112144
xie zai 	卸載	c=10 d=1.60103 t=112144
xie zai 	寫在	c=1 d=9.04296e-229 t=112144
xie zhe 	寫着	c=2 d=9.12083e-234 t=112144
xie zhu 	協助	c=1 d=5.32376e-55 t=112144
xie zuo 	協作	c=1 d=4.49715e-158 t=112144
xin 	信	c=3 d=1.25639e-38 t=112144
xin 	心	c=15 d=1.23599e-22 t=112144
xin 	新	c=145 d=0.59452 t=112144
xin 	欣	c=1 d=2.41824e-212 t=112144
xin ban 	新版	c=2 d=1.28753e-32 t=112144
xin ban ben 	新版本	c=4 d=1.22474e-32 t=112144
xin chun 	新春	c=4 d=8.94035e-28 t=112144
xin de 	新的	c=54 d=7.05412e-33 t=112144
xin dong 	心動	c=1 d=5.07863e-118 t=112144
xin fa xian 	新發現	c=1 d=1.63989e-25 t=112144
xin gong neng 	新功能	c=3 d=2.12465e-13 t=112144
xin hao 	信號	c=1 d=3.34279e-80 t=112144
xin ji shu 	新技術	c=1 d=4.06076e-163 t=112144
xin jia 	新加	c=2 d=4.08763e-123 t=112144
xin jia po 	新加坡	c=1 d=8.54121e-87 t=112144
xin jian 	新建	c=10 d=5.56424e-16 t=112144
xin ju 	新劇	c=1 d=1.44509e-96 t=112144
xin ku 	辛苦	c=42 d=0.247833 t=112144
xin li 	心理	c=3 d=3.16017e-33 t=112144
xin nian 	新年	c=20 d=3.56988e-28 t=112144
xin nian hao 	新年好	c=1 d=2.20978e-34 t=112144
xin peng you 	新朋友	c=3 d=7.95108e-127 t=112144
xin qi 	新奇	c=1 d=2.95412e-67 t=112144
xin qing 	心情	c=4 d=8.25948e-16 t=112144
xin ren 	新人	c=1 d=2.03006e-36 t=112144
xin shi jie 	新世界	c=1 d=0.0804597 t=112144
xin shi yan 	新试验	c=1 d=4.2423e-60 t=112144
xin tai 	心態	c=3 d=1.2732e-18 t=112144
xin tai 	新太	c=1 d=2.99328e-163 t=112144
xin tiao 	心跳	c=1 d=2.30962e-142 t=112144
xin tong xue 	新同學	c=1 d=2.86041e-217 t=112144
xin xi 	信息	c=97 d=0.00226541 t=112144
xin xi fei 	信息費	c=1 d=3.44775e-32 t=112144
xin xian 	新鮮	c=1 d=2.55581e-69 t=112144
xin xiang 	心相	c=1 d=3.94675e-34 t=112144
xin xiang shi cheng 	心想事成	c=1 d=3.18322e-34 t=112144
xin xiao xi 	新消息	c=2 d=2.37578e-168 t=112144
xin xin 	心心	c=1 d=9.18334e-175 t=112144
xin xu qiu 	新需求	c=2 d=2.21663e-41 t=112144
xin ye mian 	新頁面	c=2 d=3.18996e-147 t=112144
xin yi 	心意	c=1 d=2.90924e-34 t=112144
xin yuan 	心願	c=1 d=9.36188e-225 t=112144
xin zeng 	新增	c=27 d=0.00091778 t=112144
xin zheng 	心证	c=1 d=2.47035e-110 t=112144
xing 	形	c=1 d=1.83294e-99 t=112144
xing 	性	c=16 d=3.45063e-15 t=112144
xing 	星	c=8 d=3.38006e-34 t=112144
xing 	杏	c=6 d=7.80848e-120 t=112144
xing 	行	c=56 d=5.11082e-16 t=112144
xing bu xing 	行不行	c=6 d=7.5282e-11 t=112144
xing cheng 	形成	c=2 d=3.00142e-48 t=112144
xing cheng 	行程	c=1 d=6.7119e-75 t=112144
xing cheng le 	形成了	c=1 d=1.58252e-106 t=112144
xing fu 	幸福	c=1 d=1.96138e-131 t=112144
xing ge 	性格	c=2 d=3.73849e-102 t=112144
xing hao 	型號	c=2 d=8.06373e-79 t=112144
xing ku 	行苦	c=4 d=9.9495e-59 t=112144
xing le 	行了	c=1 d=0.00180897 t=112144
xing neng 	性能	c=8 d=4.92155e-62 t=112144
xing neng ne ge 	性能呢哥	c=1 d=2.49231e-214 t=112144
xing qu 	興趣	c=19 d=1.44502e-07 t=112144
xing shi 	形式	c=8 d=5.55897e-93 t=112144
xing tai 	形態	c=4 d=7.37876e-13 t=112144
xing wei 	行為	c=43 d=0.0216019 t=112144
xing xia zhang yi 	行俠仗義	c=1 d=1.94747e-18 t=112144
xing xing 	行星	c=2 d=3.48003e-24 t=112144
xing yun 	星運	c=1 d=3.1255e-54 t=112144
xing zheng 	行政	c=1 d=5.48514e-24 t=112144
xiong di 	兄弟	c=3 d=1.01479e-32 t=112144
xiong di men 	兄弟們	c=1 d=1.23934e-230 t=112144
xiong di tuan 	兄弟團	c=1 d=1.66712e-101 t=112144
xiu 	修	c=13 d=1.74973e-23 t=112144
xiu fu 	修復	c=150 d=0.000194775 t=112144
xiu fu ha 	修復哈	c=2 d=0.0223708 t=112144
xiu fu le 	修復了	c=9 d=0.0234007 t=112144
xiu fu xia 	修復下	c=4 d=0.000288735 t=112144
xiu gai 	修改	c=66 d=0.458332 t=112144
xiu gai kan le 	修改看了	c=1 d=3.37215e-124 t=112144
xiu gai wan le 	修改完了	c=1 d=5.86392e-133 t=112144
xiu guo 	修過	c=2 d=5.79293e-78 t=112144
xiu jia 	休假	c=17 d=9.27927e-37 t=112144
xiu jia he 	休假和	c=1 d=5.71932e-104 t=112144
xiu jia le 	休假了	c=1 d=5.00915e-103 t=112144
xiu le 	修了	c=3 d=1.53737e-89 t=112144
xiu shi 	修飾	c=2 d=2.841e-137 t=112144
xiu xi 	休息	c=2 d=8.57144e-11 t=112144
xiu xian 	休閒	c=1 d=2.10626e-234 t=112144
xiu yi 	修仪	c=0 d=4.31508e-114 t=112144
xiu yi xiu 	修仪修	c=1 d=4.33671e-113 t=112144
xu 	續	c=5 d=9.10949e-126 t=112144
xu 	虛	c=1 d=1.55764e-96 t=112144
xu 	需	c=10 d=0.207517 t=112144
xu bu xu yao 	需不需要	c=3 d=1.7173e-97 t=112144
xu hao 	序號	c=1 d=1.92935e-55 t=112144
xu huang 	虛晃	c=1 d=1.10157e-138 t=112144
xu jiu 	許久	c=1 d=2.63295e-154 t=112144
xu ke 	徐克	c=1 d=3.05824e-239 t=112144
xu kong 	虚空	c=6 d=3.94561e-178 t=112144
xu lie 	序列	c=2 d=2.49088e-148 t=112144
xu lie hua 	序列化	c=1 d=4.619e-149 t=112144
xu ni 	虛擬	c=3 d=3.98222e-51 t=112144
xu ni huan jing 	虛擬環境	c=1 d=3.67719e-84 t=112144
xu qian 	續簽	c=1 d=1.59252e-180 t=112144
xu qiu 	需求	c=385 d=0.748521 t=112144
xu qiu dan 	需丘丹	c=3 d=1.54299e-220 t=112144
xu qiu dan 	需求單	c=38 d=0.0867457 t=112144
xu qiu dan le 	需求單了	c=1 d=1.07324e-08 t=112144
xu qiu le 	需求了	c=2 d=1.77889e-41 t=112144
xu yai 	續崖	c=1 d=1.81297e-29 t=112144
xu yao 	需要	c=375 d=0.456894 t=112144
xuan 	炫	c=2 d=9.88036e-124 t=112144
xuan 	選	c=36 d=2.766e-19 t=112144
xuan bu 	宣佈	c=1 d=1.05065e-228 t=112144
xuan cai 	炫彩	c=4 d=2.20776e-82 t=112144
xuan chuan 	宣傳	c=3 d=1.47589e-197 t=112144
xuan ji 	選集	c=1 d=4.97093e-13 t=112144
xuan jiang 	宣講	c=30 d=1.33623e-17 t=112144
xuan jiang hui 	宣講會	c=1 d=5.27369e-179 t=112144
xuan le 	選了	c=2 d=2.5441e-15 t=112144
xuan qu 	選取	c=2 d=7.175e-114 t=112144
xuan ran 	渲染	c=10 d=4.6536e-51 t=112144
xuan xiang 	選項	c=7 d=5.63376e-15 t=112144
xuan ze 	選擇	c=95 d=0.412714 t=112144
xuan ze hao 	選擇好	c=1 d=1.71496e-81 t=112144
xuan ze hou 	選擇後	c=1 d=3.36148e-28 t=112144
xuan ze le 	選擇了	c=1 d=1.11057e-116 t=112144
xuan ze qi 	选择期	c=1 d=1.69878e-234 t=112144
xuan ze qi 	選擇器	c=7 d=1.14942e-50 t=112144
xuan zhong 	選中	c=19 d=5.09417e-07 t=112144
xuan zhuan 	旋轉	c=8 d=6.43167e-07 t=112144
xue 	雪	c=2 d=5.60648e-193 t=112144
xue chang gui 	血常规	c=1 d=1.3102e-149 t=112144
xue che 	學車	c=1 d=4.43728e-118 t=112144
xue guan liu 	血管瘤	c=1 d=3.02871e-125 t=112144
xue ji 	血跡	c=1 d=4.5197e-158 t=112144
xue le 	學了	c=1 d=8.45307e-112 t=112144
xue shi 	學時	c=1 d=3.06113e-162 t=112144
xue wen 	學問	c=1 d=4.83685e-103 t=112144
xue xi 	学习	c=12 d=4.44271e-103 t=112144
xue xiao 	學校	c=3 d=1.63839e-73 t=112144
xue xie 	血洩	c=0 d=8.08282e-233 t=112144
xun 	尋	c=1 d=2.9945e-109 t=112144
xun 	訊	c=2 d=1.22329e-165 t=112144
xun huan 	循環	c=4 d=7.76059e-210 t=112144
xun lian 	訓練	c=2 d=1.86749e-193 t=112144
xun mei 	訊美	c=1 d=3.59288e-164 t=112144
xun su 	迅速	c=1 d=8.02467e-59 t=112144
xun wen 	詢問	c=1 d=1.31681e-121 t=112144
xun wen en 	詢問嗯	c=1 d=1.32341e-120 t=112144
ya 	丫	c=1 d=2.26389e-142 t=112144
ya 	呀	c=1 d=4.98416e-103 t=112144
ya 	牙	c=4 d=9.25288e-58 t=112144
ya 	雅	c=1 d=2.15712e-15 t=112144
ya chi 	牙齒	c=3 d=7.35017e-131 t=112144
ya hui 	雅慧	c=2 d=1.67194e-193 t=112144
ya li 	壓力	c=4 d=8.92125e-11 t=112144
ya men 	啞門	c=1 d=2.66558e-240 t=112144
ya xian 	壓線	c=2 d=6.96408e-118 t=112144
yan 	炎	c=1 d=7.95707e-224 t=112144
yan 	燕	c=1 d=2.47945e-212 t=112144
yan 	眼	c=6 d=1.13076e-34 t=112144
yan 	鹽	c=3 d=1.65869e-159 t=112144
yan chang 	延長	c=1 d=7.94515e-177 t=112144
yan chi 	延遲	c=3 d=0.0407622 t=112144
yan fa 	研發	c=27 d=0.000177774 t=112144
yan ge 	嚴格	c=1 d=7.98329e-57 t=112144
yan hou 	延後	c=4 d=1.59462e-78 t=112144
yan hua 	煙化	c=2 d=5.26351e-87 t=112144
yan jiang 	演講	c=1 d=3.86321e-47 t=112144
yan jing 	眼睛	c=1 d=9.34936e-33 t=112144
yan jiu 	研究	c=20 d=4.6797e-38 t=112144
yan jiu sheng 	研究生	c=1 d=2.47195e-147 t=112144
yan jiu suo 	研究所	c=1 d=2.36005e-102 t=112144
yan jiu xia 	研究下	c=1 d=2.12742e-234 t=112144
yan qi 	延期	c=2 d=2.96218e-99 t=112144
yan se 	顏色	c=70 d=6.00844e-05 t=112144
yan shang 	炎上	c=1 d=1.75248e-159 t=112144
yan shen 	延伸	c=2 d=2.1174e-72 t=112144
yan sheng 	燕生	c=1 d=4.89743e-73 t=112144
yan sheng 	衍生	c=2 d=1.3453e-72 t=112144
yan shi 	延時	c=1 d=1.49645e-07 t=112144
yan shou 	驗收	c=38 d=0.0847515 t=112144
yan shou ren 	驗收人	c=1 d=2.8561e-23 t=112144
yan yong 	沿用	c=1 d=4.36021e-59 t=112144
yan yu 	煙雨	c=2 d=1.168e-50 t=112144
yan zheng 	驗證	c=146 d=0.00159081 t=112144
yan zheng de 	驗證的	c=1 d=4.40061e-138 t=112144
yan zheng ha 	驗證哈	c=8 d=3.22803e-22 t=112144
yan zheng le 	驗證了	c=2 d=2.9651e-140 t=112144
yan zheng ma 	驗證碼	c=3 d=1.1146e-216 t=112144
yan zheng na ge 	驗證哪個	c=1 d=4.88844e-22 t=112144
yan zheng xia 	驗證下	c=16 d=4.67174e-18 t=112144
yan zheng yi xia 	驗證一下	c=1 d=2.99969e-100 t=112144
yan zhong 	嚴重	c=2 d=1.25085e-133 t=112144
yan zi 	燕子	c=1 d=1.56332e-227 t=112144
yang 	楊	c=13 d=4.45101e-59 t=112144
yang 	樣	c=7 d=4.45341e-64 t=112144
yang 	陽	c=3 d=4.85232e-23 t=112144
yang 	養	c=4 d=8.69782e-183 t=112144
yang guan 	陽關	c=1 d=4.8155e-51 t=112144
yang guang 	陽光	c=1 d=3.27559e-47 t=112144
yang guang pu zhao 	陽光普照	c=1 d=4.43865e-151 t=112144
yang lao 	養老	c=1 d=1.06491e-34 t=112144
yang mao 	羊毛	c=1 d=7.13619e-149 t=112144
yang shi 	樣式	c=47 d=1.45648e-12 t=112144
yang si 	楊斯	c=2 d=5.01193e-101 t=112144
yang wei 	楊威	c=1 d=1.82709e-32 t=112144
yang zi 	樣子	c=11 d=8.33513e-35 t=112144
yao 	咬	c=1 d=8.50241e-151 t=112144
yao 	搖	c=6 d=1.47148e-103 t=112144
yao 	要	c=256 d=0.115901 t=112144
yao bei 	要被	c=3 d=1.93434e-56 t=112144
yao bu 	要不	c=11 d=0.000110556 t=112144
yao bu chong 	要補充	c=1 d=2.22497e-232 t=112144
yao bu nu yao 	要不怒要	c=1 d=1.62906e-241 t=112144
yao bu xian 	要布線	c=1 d=7.16029e-218 t=112144
yao bu yao 	要不要	c=17 d=2.49231e-83 t=112144
yao bu zhi jie 	要不直接	c=1 d=1.633e-240 t=112144
yao cheng wei 	要成爲	c=1 d=1.18202e-173 t=112144
yao chu li 	要處理	c=1 d=1.11314e-202 t=112144
yao chuang jian 	要創建	c=1 d=5.65741e-123 t=112144
yao dao 	要到	c=1 d=4.66508e-60 t=112144
yao de 	要得	c=7 d=1.72082e-113 t=112144
yao de hua 	要的話	c=3 d=1.6371e-05 t=112144
yao dian 	要點	c=2 d=1.76947e-08 t=112144
yao gai 	要改	c=3 d=6.04951e-176 t=112144
yao gen 	要跟	c=2 d=3.64025e-171 t=112144
yao gu 	妖股	c=0 d=3.43384e-103 t=112144
yao gu pi qu 	妖股皮區	c=1 d=3.45105e-102 t=112144
yao guo nian 	要過年	c=1 d=2.46673e-34 t=112144
yao jia 	姚家	c=1 d=3.96733e-07 t=112144
yao kan 	要看	c=4 d=2.54004e-55 t=112144
yao kao lv 	要考慮	c=1 d=3.20626e-60 t=112144
yao kuai 	要快	c=1 d=1.89116e-202 t=112144
yao le 	搖了	c=1 d=7.38032e-133 t=112144
yao me 	要麼	c=6 d=0.00123092 t=112144
yao mei 	妖媚	c=1 d=2.36069e-164 t=112144
yao mo yu 	要摸魚	c=1 d=6.84748e-75 t=112144
yao qie 	要切	c=1 d=4.18229e-157 t=112144
yao qing 	邀請	c=2 d=6.05029e-60 t=112144
yao qiu 	要求	c=53 d=0.00157445 t=112144
yao qu 	要去	c=3 d=1.01326e-96 t=112144
yao rang 	要讓	c=1 d=3.08589e-51 t=112144
yao shi 	要是	c=24 d=0.0854308 t=112144
yao su 	要素	c=1 d=1.02811e-32 t=112144
yao tiao zheng xia 	要調整下	c=1 d=2.00072e-100 t=112144
yao xiang 	要想	c=3 d=9.4839e-54 t=112144
yao yao 	搖搖	c=1 d=3.84672e-173 t=112144
yao yao ling xian 	遥遥领先	c=1 d=5.10566e-151 t=112144
yao yi fen 	要一份	c=1 d=1.26578e-155 t=112144
yao yong 	要用	c=6 d=4.23522e-11 t=112144
yao you 	要有	c=2 d=3.47708e-14 t=112144
yao yuan 	遙遠	c=1 d=7.00248e-103 t=112144
yao zai 	要在	c=3 d=4.36406e-40 t=112144
yao zhu yi 	要注意	c=1 d=6.2756e-49 t=112144
yao zuo 	要做	c=3 d=5.98906e-58 t=112144
yao zuo xia 	要做下	c=1 d=2.15428e-117 t=112144
ye 	也	c=356 d=0.123624 t=112144
